avg_log2FC	pct.1	pct.2	Gene
0.00364714158596034	0.041	0.031	PRAC2
0.00736097117795834	0.056	0.04	HOXB13
0.405019339942398	0.531	0.25	TTLL6
-0.0195519720408776	0.302	0.264	CALCOCO2
0.0123225460408372	0.357	0.295	ATP5G1
0.0228208209328968	0.326	0.261	UBE2Z
-0.0227574515480472	0.125	0.12	SNF8
-0.00486483449923737	0.036	0.032	GIP
0.243431029344645	0.393	0.193	IGF2BP1
-0.00328054300831163	0.112	0.091	B4GALNT2
-0.148234108237088	0.045	0.132	GNGT2
-0.392846162251884	0.096	0.288	ABI3
-0.197550186118411	0.101	0.203	PHOSPHO1
-0.118455757746417	0.354	0.35	ZNF652
-0.0389475888081849	0.227	0.212	PHB
-0.0127645758503198	0.02	0.026	AC091180.1
-0.0652721717871111	0.148	0.158	NGFR
-0.0444050757989005	0.07	0.092	NXPH3
-0.0803488740973449	0.373	0.356	SPOP
0.0240122569020541	0.261	0.203	SLC35B1
-0.121213200994282	0.588	0.547	FAM117A
-0.0728374136528674	0.403	0.376	KAT7
-0.0220615516304535	0.061	0.065	TAC4
0.010935758421085	0.116	0.086	DLX4
-0.0289972240584594	0.075	0.081	DLX3
0.310822645511252	0.561	0.307	ITGA3
0.122844530450903	0.445	0.317	PDK2
0.0266910919501155	0.273	0.212	SAMD14
-0.0838146267708096	0.421	0.399	PPP1R9B
-0.00423941806869946	0.129	0.107	SGCA
0.120309242419266	0.325	0.199	COL1A1
0.0614979503256635	0.161	0.093	TMEM92
-0.000418538980484273	0.29	0.239	XYLT2
-0.00360099750881121	0.116	0.099	MRPL27
-0.00438395848701215	0.127	0.11	EME1
-0.0198402846225192	0.176	0.16	LRRC59
-0.139125123343899	0.269	0.284	ACSF2
-0.0291340814505523	0.053	0.063	CHAD
0.0123117656106322	0.267	0.215	RSAD1
-0.0728833316075176	0.141	0.16	MYCBPAP
-0.0455000121751448	0.239	0.221	EPN3
0.0290036953952413	0.353	0.28	SPATA20
0.0170386909913657	0.427	0.35	CACNA1G
0.438322947126427	0.662	0.385	ABCC3
0.056843973505221	0.294	0.214	ANKRD40
-0.0322743035845678	0.258	0.233	LUC7L3
-0.00972695404996485	0.082	0.073	WFIKKN2
0.0454953506965906	0.478	0.387	TOB1
0.172137735223978	0.641	0.493	SPAG9
-0.01595203178367	0.233	0.203	NME1
-0.00655329271257565	0.402	0.345	NME1-NME2
0.00848594897818428	0.254	0.206	NME2
-0.0372499170854151	0.394	0.353	MBTD1
-0.042636815500455	0.336	0.307	UTP18
-0.000315010822064643	0.01	0.009	KIF2B
0.198180903212815	0.362	0.176	TOM1L1
0.000859598911301773	0.212	0.174	COX11
-0.0293354289901348	0.348	0.301	STXBP4
0.286704249576306	0.501	0.266	HLF
-0.0296941537406383	0.317	0.279	MMD
0.019669021997746	0.236	0.178	RP11-515E23.1
0.0955940425211317	0.134	0.057	TMEM100
0.0213537364113651	0.349	0.273	PCTP
-0.0138821592794011	0.096	0.091	NOG
-0.138833798761135	0.293	0.324	C17orf67
-0.171117509277875	0.21	0.276	DGKE
-0.0336805126439563	0.286	0.254	TRIM25
-0.0153072733977868	0.146	0.131	COIL
-0.110287473683147	0.152	0.191	SCPEP1
0.0214411600803512	0.441	0.36	AKAP1
-0.0802681652350357	0.839	0.754	MSI2
-0.00742063967358975	0.009	0.013	CCDC182
0.0658528703228157	0.295	0.213	MRPS23
0.361637449131651	0.798	0.583	CUEDC1
0.0221749081034066	0.235	0.187	VEZF1
0.0225770542032977	0.217	0.17	RP11-159D12.5
0.0209338542097415	0.265	0.21	SRSF1
-0.0045973084451984	0.253	0.212	DYNLL2
-0.0123083542024317	0.008	0.015	OR4D1
-0.00298100933320564	0.007	0.008	OR4D2
-0.00964619079415988	0.063	0.057	EPX
-0.00604078336484032	0.169	0.145	MKS1
-0.0789402353801091	0.241	0.244	LPO
-0.0404104005879479	0.051	0.068	MPO
-0.187273503705415	0.219	0.277	TSPOAP1
-0.0236722870733553	0.206	0.185	SUPT4H1
-0.0215615234945215	0.331	0.28	RNF43
-0.0471699155612452	0.101	0.113	HSF5
0.00231253993198488	0.527	0.452	MTMR4
-0.0481379206800417	0.168	0.166	SEPT4
-0.0047877538345539	0.012	0.014	C17orf47
-0.221765779313748	0.36	0.403	TEX14
-0.0463300963053352	0.126	0.133	RAD51C
-0.0639695318417922	0.211	0.206	PPM1E
0.00233166924775652	0.436	0.37	TRIM37
-0.0354269954797133	0.367	0.326	SKA2
-0.057469673558088	0.384	0.351	PRR11
-0.00902214304960933	0.093	0.083	CTD-2510F5.6
-0.00509650313174727	0.075	0.065	SMG8
-0.0418672903863136	0.174	0.169	GDPD1
0.239124900272973	0.638	0.465	YPEL2
-0.00194819406432106	0.149	0.126	DHX40
-0.0514139891168328	0.385	0.352	CLTC
-0.00351492383693003	0.264	0.221	PTRH2
0.0477110017421714	0.684	0.578	VMP1
-0.0474836934498308	0.265	0.249	TUBD1
-0.0641221350826712	0.259	0.252	RPS6KB1
-0.0410866700420432	0.167	0.164	RP11-178C3.1
-0.0354820460165035	0.141	0.141	RNFT1
0.000616903747799435	0.178	0.149	HEATR6
-0.163035887466755	0.127	0.19	CA4
-0.0836674275352213	0.54	0.496	USP32
-0.0326956656430392	0.419	0.371	C17orf64
0.00637125818472589	0.287	0.236	APPBP2
-0.0391144045549751	0.375	0.337	PPM1D
-0.00641300048651779	0.008	0.012	AC110602.1
-0.0875587849687984	0.125	0.151	TBX2
-0.0479477247096821	0.118	0.123	TBX4
-0.000380920468123897	0.003	0.003	NACA2
-0.0299980075755319	0.226	0.201	BRIP1
-0.0419285196619874	0.174	0.166	INTS2
-0.0485620785242877	0.356	0.326	MED13
-0.000888547486273568	0.01	0.009	RP11-51L5.7
-0.0117862360833746	0.074	0.067	EFCAB3
-0.00220377976281597	0.12	0.101	METTL2A
-0.0748937294601243	0.374	0.354	TLK2
-0.0853237601158517	0.307	0.29	MRC2
-0.0991857277711799	0.342	0.315	MARCH10
-0.207382381478899	0.388	0.41	TANC2
-0.0515034439186291	0.273	0.25	CYB561
-0.019445169431861	0.232	0.2	ACE
0.0637098409901755	0.309	0.219	CTD-2501B8.1
0.109664567213179	0.284	0.166	KCNH6
-0.0427315124405213	0.336	0.305	DCAF7
-0.00376404365564333	0.097	0.081	TACO1
-0.192470895171826	0.486	0.497	MAP3K3
-0.339517282676668	0.097	0.263	LIMD2
-0.077041881296378	0.316	0.302	STRADA
-0.0844899068513517	0.329	0.317	RP11-51F16.8
-0.0338468905846321	0.37	0.331	CCDC47
-0.0356700342346685	0.381	0.341	DDX42
-0.0426118812412837	0.241	0.229	FTSJ3
-0.0456049511019485	0.207	0.201	PSMC5
0.0311842414222503	0.446	0.365	SMARCD2
0.0026322157336691	0.058	0.045	CSH2
0.0101966863682246	0.041	0.026	GH2
-0.00169524984667996	0.007	0.007	CSH1
-0.0237115319960318	0.062	0.068	CSHL1
-0.0118847431684194	0.029	0.033	GH1
-0.0727575172117172	0.043	0.081	CD79B
-0.0706036367089944	0.214	0.214	SCN4A
-0.0714191704441443	0.065	0.099	PRR29
-0.195590453734724	0.097	0.198	ICAM2
-0.160993756533521	0.505	0.494	ERN1
0.0149504038566926	0.521	0.449	TEX2
-0.392652908020686	0.359	0.438	PECAM1
-0.0837575658680866	0.072	0.109	MILR1
-0.0399341630688679	0.151	0.151	POLG2
-0.0235455222059506	0.369	0.327	DDX5
-0.0296317721607362	0.396	0.354	CEP95
-0.0879163556506953	0.353	0.344	SMURF2
-0.0232064094806671	0.248	0.222	LRRC37A3
-0.122964733617018	0.476	0.458	GNA13
0.00877909021487822	0.568	0.478	RGS9
-0.0560388377108428	0.233	0.216	AXIN2
-0.0491425418720725	0.31	0.273	CTD-2535L24.2
-0.0108333904674599	0.091	0.081	APOH
-0.00462799470965575	0.144	0.115	CACNG5
-0.0733343385905336	0.183	0.183	CACNG4
-0.00798933438254916	0.043	0.039	CACNG1
-0.0539734963910654	0.432	0.395	HELZ
-0.0239441473030001	0.202	0.184	PSMD12
-0.12293220443898	0.748	0.694	PITPNC1
0.036623272666359	0.323	0.245	NOL11
-0.075665601446529	0.382	0.359	BPTF
0.0172393669364418	0.248	0.196	C17orf58
-0.0365364225455753	0.212	0.199	KPNA2
-0.0985229304605089	0.29	0.296	AMZ2
-0.473780271683661	0.409	0.534	ARSG
-0.260498663483549	0.107	0.237	SLC16A6
-0.0126292363675184	0.461	0.401	WIPI1
-0.0490637770285621	0.342	0.317	PRKAR1A
-0.0844839603070108	0.303	0.284	FAM20A
-0.0448608210773992	0.112	0.116	ABCA8
-0.0555905883228827	0.085	0.104	ABCA9
-0.0135447642775349	0.121	0.112	ABCA6
-0.0380236226165191	0.112	0.115	ABCA10
0.0313754156955839	0.297	0.224	ABCA5
-0.0637974589666953	0.29	0.277	MAP2K6
0.298995824951701	0.481	0.247	KCNJ16
-0.0217003902526978	0.176	0.159	KCNJ2
0.172320530034911	0.259	0.1	SOX9
0.0189580390507824	0.639	0.542	SLC39A11
-0.0655225603528274	0.045	0.078	SSTR2
0.00295287493966229	0.259	0.216	COG1
-0.0296971671966034	0.23	0.209	FAM104A
-0.022111958322958	0.197	0.178	C17orf80
0.00662905902923232	0.078	0.062	CPSF4L
0.363858460543333	0.627	0.38	CDC42EP4
0.00561940621994284	0.614	0.512	SDK2
-0.0281646804722057	0.17	0.157	RPL38
-0.194893722558614	0.293	0.324	TTYH2
-0.119363233882851	0.141	0.179	DNAI2
-0.0641967223145917	0.132	0.144	KIF19
-0.0197062135633236	0.044	0.048	BTBD17
-0.033359040086137	0.067	0.075	GPR142
0.491578139888742	0.668	0.371	GPRC5C
-0.219549955370906	0.093	0.196	CD300A
-0.201484140650784	0.076	0.165	CD300LB
-0.0684946624521238	0.047	0.08	CD300C
-0.0205199116476559	0.031	0.04	CD300LD
-0.0805256819459704	0.052	0.088	CD300E
-0.221176540991379	0.351	0.385	RAB37
-0.107488603208484	0.056	0.109	CD300LF
0.350998249094292	0.616	0.386	SLC9A3R1
0.0122422672037226	0.232	0.185	NAT9
-0.150134461199207	0.346	0.356	TMEM104
0.0216475898429712	0.233	0.176	GRIN2C
-0.0267283135593342	0.394	0.346	FDXR
-0.0011945326043088	0.109	0.088	FADS6
-0.0430940124062229	0.099	0.108	USH1G
-0.0446760880554375	0.075	0.09	OTOP2
-0.00397298008072506	0.016	0.017	AC087651.1
-0.0166987579917595	0.057	0.059	OTOP3
-0.0364230173383525	0.2	0.186	HID1
0.036405781082446	0.309	0.235	CDR2L
-0.0201914505397132	0.132	0.125	MRPL58
-0.0131148696396645	0.445	0.385	KCTD2
-0.0215488602290419	0.037	0.043	AC087651.2
-0.0254628212545942	0.252	0.225	ATP5H
-0.127158149678804	0.273	0.292	SLC16A5
-0.0740041748187502	0.265	0.265	ARMC7
-0.0124626032704006	0.143	0.126	NT5C
-0.131166949259754	0.254	0.284	HN1
-0.0665591206885264	0.247	0.244	SUMO2
-0.0472659427169847	0.23	0.216	NUP85
-0.125911842157339	0.264	0.288	GGA3
-0.0381368506008646	0.184	0.178	MRPS7
-0.111111211865056	0.226	0.25	MIF4GD
-0.0714031667857409	0.289	0.282	SLC25A19
-0.113159771868331	0.498	0.472	GRB2
-0.181640066293551	0.329	0.363	TMEM94
-0.0169933895113015	0.407	0.346	CASKIN2
0.00540609708766665	0.367	0.305	TSEN54
0.11131016729329	0.573	0.444	LLGL2
0.0368327585828976	0.472	0.385	MYO15B
0.0954099616148377	0.483	0.352	RECQL5
0.0133390139849093	0.215	0.163	SMIM5
0.100685925758787	0.199	0.095	SMIM6
0.331833590128921	0.526	0.295	SAP30BP
0.115714969063683	0.449	0.327	ITGB4
-0.00395627355610217	0.297	0.255	GALK1
-0.0912331647131079	0.442	0.42	H3F3B
-0.0699705545235068	0.4	0.376	UNK
-0.184825000589322	0.212	0.276	UNC13D
-0.0431783443727651	0.371	0.339	WBP2
0.173150545697845	0.401	0.242	TRIM47
-0.0384932662735267	0.264	0.245	TRIM65
0.0358504695927039	0.302	0.232	MRPL38
0.0215888642995228	0.368	0.297	RP11-552F3.12
-0.0282157163659604	0.27	0.238	FBF1
-0.0187082669468233	0.329	0.287	ACOX1
0.0437045308394466	0.386	0.305	TEN1
0.0330541977793765	0.415	0.334	TEN1-CDK3
-0.0143379678172389	0.082	0.075	CDK3
-0.0168454932587918	0.237	0.199	EVPL
0.00119082731708742	0.255	0.21	SRP68
-0.0350891111490383	0.213	0.197	ZACN
-0.0299785015533572	0.056	0.068	GALR2
-0.0583666323197048	0.281	0.268	EXOC7
0.0096150743139071	0.188	0.15	FOXJ1
-0.0764298482534365	0.368	0.337	RNF157
-0.145426120539213	0.305	0.335	UBALD2
-0.0182054932362081	0.222	0.193	QRICH2
-0.184691369439102	0.381	0.409	PRPSAP1
-0.152534637227157	0.2	0.256	SPHK1
-0.0606949376614649	0.344	0.321	UBE2O
-0.106341485592215	0.207	0.234	AANAT
-0.299800128221117	0.445	0.479	RHBDF2
-0.0824194659812382	0.286	0.276	CYGB
-0.0847809135010873	0.291	0.281	PRCD
-0.0250386695409895	0.237	0.21	ST6GALNAC2
-0.0320413360033505	0.085	0.09	ST6GALNAC1
0.185985562937816	0.396	0.253	MXRA7
-0.0423474027594726	0.36	0.326	JMJD6
-0.0230399723355477	0.321	0.284	METTL23
-0.020237761630298	0.402	0.354	RP11-318A15.7
-0.0233061768054271	0.396	0.349	SRSF2
-0.0432886912254926	0.448	0.402	MFSD11
-0.0672134957729396	0.246	0.23	MGAT5B
-0.484271117367191	0.58	0.644	SEC14L1
0.12727913499449	0.914	0.844	SEPT9
0.00464113023844342	0.022	0.014	AC104981.1
-0.139362484078201	0.409	0.408	TNRC6C
-0.402557066967143	0.228	0.385	TMC6
-0.241684700880666	0.283	0.352	TMC8
0.00887972279398713	0.31	0.249	C17orf99
-0.0129519669316851	0.222	0.193	SYNGR2
0.135901011358705	0.497	0.356	TK1
-0.0062150315690821	0.395	0.33	AFMID
-0.0502329156340615	0.092	0.11	BIRC5
-0.0360415805403528	0.055	0.069	TMEM235
0.0507226029993623	0.359	0.27	SOCS3
-0.284238837962934	0.33	0.389	PGS1
-0.255538360021455	0.375	0.407	DNAH17
-0.360919511394136	0.502	0.566	CYTH1
-0.248398334972903	0.416	0.456	USP36
-0.462833829783222	0.323	0.45	TIMP2
-0.29410724296686	0.152	0.275	CEP295NL
-0.0100880688497301	0.16	0.137	LGALS3BP
-0.0361825285673731	0.225	0.207	CANT1
0.267429160160339	0.37	0.189	C1QTNF1
-0.0404413707256257	0.264	0.242	ENGASE
-0.0202705663874849	0.657	0.568	RBFOX3
-0.00455392217484124	0.189	0.158	ENPP7
0.00647347424947212	0.162	0.129	CBX2
-0.000987863301113112	0.352	0.297	CBX8
0.0658241569204882	0.365	0.274	CBX4
0.277058140173281	0.728	0.553	TBC1D16
0.220047405088069	0.589	0.409	CCDC40
-0.0481350955239769	0.235	0.224	GAA
-0.0252492969134033	0.229	0.206	EIF4A3
0.116354816034399	0.292	0.176	CARD14
-0.0749176364516831	0.197	0.207	SGSH
-0.0520891741590291	0.273	0.257	SLC26A11
0.0951398112521673	0.651	0.536	RNF213
0.0529416252994395	0.311	0.234	ENDOV
-0.0325305538029659	0.078	0.085	NPTX1
-0.0344842206113201	0.754	0.686	RPTOR
0.0096810058108035	0.231	0.183	CHMP6
0.243601156230487	0.75	0.584	BAIAP2
-0.159225873695069	0.286	0.31	AATK
-0.0391757138585581	0.089	0.097	AATK-AS1
-0.0759519554278773	0.37	0.351	CEP131
-0.0526676392469921	0.289	0.273	TEPSIN
-0.0240505337929571	0.243	0.218	C17orf89
-0.00860600128334377	0.461	0.396	SLC38A10
0.00803590702766144	0.266	0.211	TMEM105
0.197897099082855	0.67	0.501	BAHCC1
-0.0894312244356769	0.417	0.399	ACTG1
-0.0100091094916932	0.101	0.088	FSCN2
0.00789807325123459	0.286	0.234	FAAP100
0.012448986241819	0.434	0.361	NPLOC4
0.0201757949419248	0.198	0.152	TSPAN10
-0.0263225371227324	0.101	0.096	PDE6G
-0.0326607909165149	0.16	0.153	OXLD1
-0.038002989808198	0.186	0.178	CCDC137
0.022384706855523	0.258	0.203	ARL16
0.00715645618227545	0.357	0.298	HGS
-0.00421180801616849	0.181	0.154	MRPL12
0.0298340534996012	0.382	0.31	RP13-1032I1.10
0.0393939630070014	0.268	0.201	SLC25A10
-0.0366321945311264	0.083	0.09	GCGR
0.0295434004163023	0.292	0.228	MCRIP1
0.000120588076567382	0.071	0.059	PPP1R27
0.0343189988651329	0.446	0.366	P4HB
0.115795681142075	0.32	0.204	ARHGDIA
0.00608960351078242	0.195	0.158	ALYREF
0.00467168216643038	0.219	0.181	ANAPC11
-0.0131211498237648	0.044	0.048	NPB
-0.0200442860831673	0.265	0.233	PCYT2
-0.0397150800034901	0.166	0.163	SIRT7
-0.0481867565982693	0.293	0.275	MAFG
-0.0271866710305498	0.133	0.128	PYCR1
-0.0108902670358281	0.047	0.045	MYADML2
-0.0189797761565299	0.139	0.126	NOTUM
0.0466376760462572	0.442	0.354	ASPSCR1
-0.0243308753275866	0.399	0.352	STRA13
-0.027136835405748	0.432	0.383	LRRC45
-0.0179898270135992	0.141	0.129	RAC3
-0.0305704082462114	0.263	0.237	DCXR
-0.0199348479867074	0.099	0.096	RFNG
-0.034957729456202	0.123	0.124	GPS1
-0.0494849418653636	0.118	0.13	DUS1L
-0.00810974872598713	0.392	0.333	FASN
-0.0587623422870535	0.537	0.485	CCDC57
0.297615609031096	0.698	0.507	SLC16A3
0.206369081576579	0.593	0.428	CSNK1D
-0.0907845320734351	0.045	0.092	CD7
-0.048489330023322	0.25	0.238	SECTM1
-0.000813868503024007	0.033	0.027	TEX19
-0.00866679981786892	0.02	0.023	UTS2R
-0.046048108697982	0.304	0.279	OGFOD3
-0.0879373421338375	0.283	0.284	HEXDC
-0.0360582530291093	0.242	0.221	C17orf62
-0.0388662142749528	0.343	0.309	NARF
-0.24637042578496	0.501	0.529	FOXK2
-0.0117401783761491	0.312	0.273	WDR45B
0.0729347516173217	0.483	0.382	RAB40B
-0.024815048944334	0.206	0.188	FN3KRP
0.00124439665107594	0.015	0.012	AC024361.1
0.0140039887003946	0.182	0.142	FN3K
-0.33364268404435	0.606	0.652	TBCD
-0.0363399720816999	0.074	0.085	ZNF750
-0.277591769664923	0.439	0.493	B3GNTL1
-0.325477937717182	0.229	0.36	METRNL
0.450135512174575	0.467	0.144	FAM110C
0.158310622239731	0.415	0.268	SH3YL1
0.0779170142248891	0.322	0.225	ACP1
0.264523303293827	0.309	0.106	FAM150B
0.0736793592270217	0.474	0.374	TMEM18
0.00177222779360071	0.007	0.006	AC092159.1
0.238581927706136	0.579	0.365	SNTG2
-0.00330699361285774	0.282	0.217	TPO
0.203512217579252	0.457	0.276	PXDN
-0.0720797802300776	0.58	0.522	TSSC1
0.200285882122098	0.599	0.432	TRAPPC12
0.00884069345310773	0.356	0.298	ADI1
0.0141873618217263	0.146	0.109	RP13-512J5.1
0.0112912922145836	0.257	0.211	RNASEH1
-0.00246977383711591	0.183	0.154	RPS7
0.0886682415300755	0.26	0.155	COLEC11
-0.0108590959420285	0.095	0.081	ALLC
-0.0104613091353321	0.217	0.179	DCDC2C
0.0280816640673541	0.069	0.04	SOX11
-0.0486021863485603	0.151	0.156	CMPK2
-0.0784548643795805	0.185	0.202	RSAD2
-0.139650316463	0.432	0.419	RNF144A
0.176966736288245	0.514	0.366	ID2
-0.063440609555076	0.252	0.247	KIDINS220
-0.00173908035456666	0.35	0.287	MBOAT2
-0.0954434133547515	0.615	0.52	ASAP2
-0.032199653648397	0.27	0.244	ITGB1BP1
-0.000593639566372317	0.328	0.273	CPSF3
-0.0221478619477096	0.211	0.189	IAH1
-0.0249906774527402	0.407	0.356	ADAM17
-0.00995122483926747	0.42	0.364	YWHAQ
0.0903463059289343	0.344	0.242	TAF1B
0.0750963088018372	0.399	0.295	GRHL1
0.13520349017913	0.479	0.348	KLF11
0.13660134957924	0.362	0.223	CYS1
0.0454595630860182	0.293	0.217	RRM2
0.637594128743075	0.881	0.655	HPCAL1
0.0256763318223671	0.364	0.292	ODC1
-0.015571238335203	0.316	0.267	NOL10
-0.0556768655567209	0.208	0.198	ATP6V1C2
0.00436998813463385	0.435	0.364	PDIA6
0.00669194117164493	0.048	0.033	KCNF1
0.0122734364702509	0.172	0.134	C2orf50
-0.0469565761020602	0.369	0.338	PQLC3
0.0110161392440968	0.419	0.346	ROCK2
0.0242272467074102	0.211	0.163	E2F6
0.00825713583934207	0.384	0.304	GREB1
0.0169030705227686	0.086	0.06	NTSR2
-0.185193036013388	0.579	0.568	LPIN1
-0.0246431482166836	0.356	0.305	TRIB2
0.223997443958533	0.321	0.137	FAM84A
-0.0183663270646064	0.442	0.376	NBAS
-0.0020956636495878	0.208	0.175	DDX1
-0.0158601525378243	0.099	0.09	MYCN
-0.470755221038432	0.307	0.427	FAM49A
0.040040807831397	0.083	0.044	RAD51AP2
-0.0589615294091558	0.216	0.204	VSNL1
-0.0157670326665139	0.329	0.283	SMC6
0.012501898234803	0.255	0.206	GEN1
-0.00506414076358573	0.008	0.011	MSGN1
0.259324662396209	0.613	0.395	KCNS3
0.0787716803048465	0.311	0.217	RDH14
0.0755022641928909	0.331	0.236	NT5C1B-RDH14
-0.00158972997183866	0.037	0.032	NT5C1B
0.0593811859248655	0.163	0.098	OSR1
-0.00437383664262997	0.185	0.157	TTC32
0.0278288818783287	0.232	0.175	WDR35
-0.00359248578375485	0.079	0.067	MATN3
0.0522007114570006	0.38	0.295	LAPTM4A
0.113746949555246	0.394	0.249	SDC1
-0.030464031115957	0.415	0.37	PUM2
0.16406349424581	0.383	0.248	RHOB
0.514708600411858	0.846	0.624	HS1BP3
-0.0576028315485972	0.175	0.171	GDF7
-0.0109892921557526	0.303	0.255	LDAH
0.0553654011412741	0.144	0.087	APOB
-0.00141790051372575	0.023	0.02	TDRD15
0.153929678464069	0.728	0.558	KLHL29
-0.0722403534035768	0.41	0.382	ATAD2B
-0.0491942654850785	0.388	0.354	UBXN2A
-0.0518834913606409	0.306	0.287	MFSD2B
-0.0301458633148242	0.234	0.217	WDCP
-0.0348904254790827	0.098	0.109	FKBP1B
0.0195918698281951	0.397	0.324	SF3B6
0.0652706602198205	0.622	0.518	FAM228B
0.0783492866155495	0.297	0.207	TP53I3
0.00887121829023574	0.174	0.143	PFN4
-0.00946698521347317	0.243	0.208	RP11-507M3.1
0.00320556929364929	0.05	0.04	FAM228A
-0.0649155935042514	0.376	0.349	ITSN2
-0.153388626225182	0.439	0.44	NCOA1
0.0258933496997754	0.263	0.209	PTRHD1
0.00849346771839116	0.291	0.243	CENPO
-0.129040480463974	0.363	0.355	ADCY3
0.0059208113136347	0.337	0.285	DNAJC27
-0.0375222782765547	0.415	0.361	EFR3B
-0.057869873807925	0.041	0.075	POMC
-0.220496254119561	0.66	0.652	DNMT3A
-0.252692802787704	0.532	0.549	DTNB
-0.105919517418637	0.473	0.448	ASXL2
-0.0205051920664625	0.272	0.237	KIF3C
0.0198598688698844	0.508	0.431	RAB10
-0.0335687523475576	0.201	0.188	GAREM2
0.0973769618443329	0.366	0.26	HADHA
0.139137291120672	0.392	0.263	HADHB
-0.0209901869620969	0.385	0.337	ADGRF3
-0.00850020682912267	0.443	0.381	EPT1
-0.0106263572623028	0.154	0.131	DRC1
0.00822618243748297	0.363	0.289	OTOF
0.139013053985709	0.228	0.109	C2orf70
0.0619227873691266	0.269	0.186	CIB4
0.644272521033226	0.614	0.229	KCNK3
0.197709868788222	0.455	0.288	SLC35F6
0.164410190112641	0.557	0.407	CENPA
0.0575239210193432	0.29	0.205	DPYSL5
0.0935030627785541	0.337	0.229	MAPRE3
0.00455735392697915	0.182	0.151	TMEM214
0.0395885460091791	0.379	0.302	AGBL5
-0.012153570186734	0.194	0.17	OST4
-0.0318749150922257	0.272	0.248	EMILIN1
0.277244551393329	0.531	0.333	KHK
0.0584705809633977	0.156	0.091	CGREF1
-0.00156823842286258	0.116	0.098	ABHD1
-0.00144396950321946	0.197	0.169	PREB
-0.00173379877260055	0.027	0.024	PRR30
-0.00485567197355007	0.039	0.036	TCF23
0.00717995242602609	0.28	0.234	SLC5A6
0.0059351975375953	0.261	0.219	ATRAID
-0.0327153966828598	0.196	0.18	CAD
-0.0369318945609671	0.104	0.113	SLC30A3
-0.00206599999150883	0.033	0.029	DNAJC5G
0.0156056243982937	0.139	0.103	TRIM54
0.0149954315541837	0.045	0.027	UCN
0.137789614276971	0.294	0.165	MPV17
0.0425916522425168	0.295	0.226	GTF3C2
-0.00350783437343272	0.345	0.3	EIF2B4
-0.00494081438645388	0.359	0.313	SNX17
0.011192273778229	0.266	0.218	ZNF513
-0.0255692199065363	0.254	0.227	PPM1G
0.00810082777113863	0.298	0.249	NRBP1
0.0301652767926796	0.097	0.059	KRTCAP3
0.0131508739654742	0.279	0.225	IFT172
-0.00979863122470333	0.062	0.06	FNDC4
-0.0130605812559147	0.09	0.081	GCKR
-0.00287187409912797	0.039	0.034	AC109829.1
-4.41865210256505e-06	0.003	0.002	AC109829.2
-0.0047637577301359	0.038	0.035	C2orf16
-0.00275512440662112	0.175	0.15	ZNF512
-0.0195216942777872	0.15	0.138	CCDC121
-0.0279287553809683	0.178	0.168	GPN1
-0.0106835750106804	0.101	0.093	SUPT7L
0.024067213520695	0.211	0.16	SLC4A1AP
0.202150437213034	0.702	0.552	MRPL33
0.143772281023171	0.516	0.38	RBKS
0.212082826189469	0.782	0.636	BRE
0.0718612145026554	0.662	0.55	FOSL2
-0.202052920610964	0.579	0.573	PLB1
-0.0178067883994402	0.404	0.354	PPP1CB
-0.086664089487173	0.165	0.193	SPDYA
-0.00671036045300036	0.197	0.17	TRMT61B
-0.0273437452215972	0.288	0.257	WDR43
-0.306197269065673	0.3	0.382	FAM179A
-0.0298887740713557	0.055	0.061	C2orf71
-0.137972097736841	0.206	0.25	CLIP4
-0.0333095958406244	0.432	0.384	YPEL5
-0.179605558587518	0.409	0.418	LBH
0.0188298364725182	0.364	0.299	LCLAT1
-0.0333424988981324	0.217	0.192	CAPN13
0.638255353986827	0.817	0.468	GALNT14
-0.03804790109933	0.213	0.193	CAPN14
0.136559231960687	0.329	0.194	EHD3
0.00920657777542525	0.178	0.132	XDH
0.0131737484834256	0.093	0.066	SRD5A2
-0.145751782398942	0.337	0.357	MEMO1
-0.136342180552374	0.413	0.414	DPY30
-0.0407597742881187	0.382	0.346	SPAST
-0.0184509472979492	0.244	0.212	SLC30A6
-0.107749171194544	0.077	0.131	NLRC4
-0.0504554577001103	0.144	0.154	YIPF4
-0.0768536295065027	0.508	0.472	BIRC6
-0.0536566146851953	0.339	0.309	TTC27
0.0992387036540638	0.564	0.414	LTBP1
-0.186207343865872	0.32	0.35	RASGRP3
0.000466353446935464	0.274	0.233	FAM98A
0.352864536564032	0.713	0.479	CRIM1
-0.109615504917633	0.273	0.285	FEZ2
-0.107165589966697	0.191	0.212	VIT
-0.0732594505774621	0.423	0.395	STRN
-0.0202917577001241	0.325	0.283	HEATR5B
0.0182034455401588	0.227	0.179	GPATCH11
-0.0292166779033182	0.202	0.186	EIF2AK2
-0.0407444207731958	0.153	0.153	SULT6B1
-0.0309324636452519	0.133	0.131	CEBPZOS
-0.0239037293445359	0.163	0.153	CEBPZ
-0.0246384601220582	0.147	0.139	NDUFAF7
-0.0289955651223509	0.255	0.236	PRKD3
0.0574390251860823	0.198	0.137	QPCT
-0.290847818560717	0.258	0.365	CDC42EP3
0.0387796507901342	0.356	0.276	RMDN2
0.0493573472135881	0.3	0.219	CYP1B1
0.0396523084170642	0.387	0.312	ATL2
-0.0979798152061555	0.302	0.301	HNRNPLL
